15	 30	 3
34	6	75092	86836
35	6	75092	85919
36	6	75092	85093
37	6	75092	84643
38	6	75092	83896
39	6	75092	83677
40	6	75092	83055
41	6	75092	82860
42	6	75092	81619
43	6	75092	81443
44	6	75092	80874
45	6	75092	80615
46	6	75092	79720
47	6	75092	79585
48	6	75092	79129
49	6	75092	78252
50	6	75092	78136
51	6	75092	78015
52	6	75092	77057
53	6	75092	76376
54	6	75092	75979
55	6	75092	75791
56	6	75092	75549
57	6	75092	74791
58	6	75092	74153
59	6	75092	74292
60	6	75092	73817
61	6	75092	72857
62	6	75092	72356
63	6	75092	71879
64	6	75092	71433
65	6	75092	70392
66	6	75092	70114
67	6	75092	69839
68	6	75092	68679
69	6	75092	67910
70	6	75092	67217
71	6	75092	66963
72	6	75092	66546
73	6	75092	65836
74	6	75092	64486
75	6	75092	64210
76	6	75092	63601
77	6	75092	62360
78	6	75092	61865
79	6	75092	61188
80	6	75092	60447
81	6	75092	58789
82	6	75092	58539
83	6	75092	56783
84	6	75092	55835
85	6	75092	55205
86	6	75092	53862
87	6	75092	53083
88	6	75092	51541
89	6	75092	50446
90	6	75092	48961
91	6	75092	46724
92	6	75092	45567
93	6	75092	43042
94	6	75092	40896
95	6	75092	38593
96	6	75092	35050
97	6	75092	30966
98	6	75092	27170
99	6	75092	22341
100	6	75092	16905
0	7	74806	103348
1	7	74806	103348
2	7	74806	103355
3	7	74806	102000
4	7	74806	104093
5	7	74806	105781
6	7	74806	107015
7	7	74806	106293
8	7	74806	105441
9	7	74806	106021
10	7	74806	105643
11	7	74806	106349
12	7	74806	105900
13	7	74806	106613
14	7	74806	106004
15	7	74806	105938
16	7	74806	104676
17	7	74806	104252
18	7	74806	103747
19	7	74806	102641
20	7	74806	101838
21	7	74806	101092
22	7	74806	99595
23	7	74806	98951
24	7	74806	98656
25	7	74806	95655
26	7	74806	94405
27	7	74806	93393
28	7	74806	91726
29	7	74806	91276
30	7	74806	89707
31	7	74806	89029
32	7	74806	88232
33	7	74806	86652
34	7	74806	86037
35	7	74806	85217
36	7	74806	84898
37	7	74806	84939
38	7	74806	83632
39	7	74806	83587
40	7	74806	82970
41	7	74806	81899
42	7	74806	81733
43	7	74806	81367
44	7	74806	81133
45	7	74806	80459
46	7	74806	79583
47	7	74806	79614
48	7	74806	79289
49	7	74806	78366
50	7	74806	78197
51	7	74806	78154
52	7	74806	77132
53	7	74806	76083
54	7	74806	76253
55	7	74806	76473
56	7	74806	75906
57	7	74806	75079
58	7	74806	74270
59	7	74806	74229
60	7	74806	73854
61	7	74806	73222
62	7	74806	72884
63	7	74806	72070
64	7	74806	71551
65	7	74806	70590
66	7	74806	70521
67	7	74806	69640
68	7	74806	68940
69	7	74806	68312
70	7	74806	67859
71	7	74806	66742
72	7	74806	66120
73	7	74806	65297
74	7	74806	64171
75	7	74806	64300
76	7	74806	63834
77	7	74806	62596
78	7	74806	61806
79	7	74806	60952
80	7	74806	60609
81	7	74806	59111
82	7	74806	58519
83	7	74806	56878
84	7	74806	55874
85	7	74806	54985
86	7	74806	53617
87	7	74806	52640
88	7	74806	51415
89	7	74806	50106
90	7	74806	48456
91	7	74806	46941
92	7	74806	45358
93	7	74806	43295
94	7	74806	40680
95	7	74806	38023
96	7	74806	34898
97	7	74806	30861
98	7	74806	27645
99	7	74806	24238
100	7	74806	21381
